"BTI_REFERENCE","ISSUING_COUNTRY","START_DATE_OF_VALIDITY","END_DATE_OF_VALIDITY","NOMENCLATURE_CODE","CLASSIFICATION_JUSTIFICATION","STATUS","INVALIDATION_REASON","INVALIDATION_JUSTIFICATION","LANGUAGE","PLACE_OF_ISSUE","DATE_OF _ISSUE","NAME_AND_ADDRESS","DESCRIPTION_OF_GOODS","KEYWORDS"
"FIBTIFI001210-2024-BTI28","FI","12/02/2024","11/02/2027","7304398230************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 7304 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, Euroopan unionin virallinen lehti L 282, 31.10.2022).
XV jakson huomautukset 7 ja 9, 72 ryhmän huomautus 1 kohdat d-f","VALID","","","fi","","09/02/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Päällehitsattu putki.
Käytetään höyrykattilan tulistimissa ja tulipesän seinärakenteessa.
Seostamattomasta teräksestä valmistettu putki, ulkoläpimitta alle 168,3 mm, hiiliekvivalentti alle 0.86 IIW-kaavalla laskettuna. Päällehitsaus ruostumattomalla teräksellä.","CERAMIC PIPES,NON-ALLOY STEEL,WELDED,PLATED,FURNACES,SUPER-HEATERS"
"FIBTIFI001210-2024-BTI15","FI","06/02/2024","05/02/2027","8483908190************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8483 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, Euroopan unionin virallinen lehti L 282, 31.10.2022).
XVI jakson huomautus 2, b-kohta.
Harmonoidun järjestelmän selitykset, XVI jakson yleisohjeet
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","05/02/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Vaihteistokokoonpanon valukotelo. Valmistettu hakijan toimittamien piirustusten mukaan. Koko noin 132 x 42 x 35 cm, paino noin 234 kg. Kotelon materiaali valurauta tai –teräs.","CAST,OF CAST IRON,OF CAST STEEL,DRAWINGS,PREPARED"
"FIBTIFI001210-2024-BTI46","FI","30/04/2024","29/04/2027","3924900090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 3b) ja 6.
Nimikkeen 3924 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
39 ryhmän huomautus 1.
Komission täytäntöönpanoasetus (EU) 2018/838.
(EUVL L 141, 7.6.2018, s. 4-6.)
Harmonoidun järjestelmän selitykset, nimike 3924, kohta D.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).
Yhdistetyn nimikkeistön selittävät huomautukset, nimike 3924 90 00.
(EUVL C-2024-2381, 27.3.2024).","VALID","","","fi","","29/04/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Hakemuksen tavara on koirien sisäsiisteysharjoittelussa käytettävä alusta, joka koostuu useasta kerroksesta. Päällikerros on kuumavalssattua polypropyleenikuitukangasta, joka imee nesteen sisäkerroksiin, jossa on paperimassaa ja –nukkaa sekä hajunpoisto. Paperimassaan on kiinnitetty nestettä imevää polymeeriä, joka imee ja varastoi itseensä nesteen sekä hajut. Pohjakerros koostuu polyeteenikalvosta, joka estää nestettä valumasta alustan ulkopuolelle. Tavara toimitetaan vähittäismyyntiä varten pakattuna muovipakkaukseen. Tavaran koko on 60 x 60 cm ja yhdessä vähittäismyyntipakkauksessa on 15 alustaa.","BACKINGS, CARPETS,DISPOSABLE,SANITARY ITEMS,MULTILAYERED,ABSORBENT,POLYMERS,WITH PAPER,WITH PLASTIC"
"FIBTIFI001210-2024-BTI54A","FI","31/05/2024","30/05/2027","0902300000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 0902 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, nimike 0902
(Harmonoidun järjestelmän (HS) selityksiä: https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","30/05/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Kyseessä on kartonkiseen kirjekuoreen pakatut, kuumien tee- ja rooibosjuomien valmistukseen tarkoitetut haudutuspussit. Pakkaus sisältää kolme erilaista, yksittäispakattua, aromilla maustettua mustaa teetä sisältävää haudutuspussia (á 1,75 g) sekä kaksi erilaista, yksittäispakattua, aromilla maustettua rooibosta sisältävää haudutuspussia (á 1,75 g). Tee on ilmoitettujen tietojen mukaan peräisin Camellia sinensis -kasvista ja rooibos Aspalathus linearis -kasvista. Kartonkipakkauksen voi halutessaan lähettää postitse kirjeenä. Vähittäismyyntipakkauksen paino on 8,75 g.

Kyseessä on tuotelajitelma. Sen sisältämät maustetut teet ja maustetut rooibokset luokitellaan erikseen omiin nimikkeisiinsä. Tämä sitova tariffitietopäätös koskee vain maustettua mustaa teetä. Maustetulle rooibokselle on annettu oma sitova tariffitietopäätös.","TEA,FLAVOURED,BLACK,FERMENTED,FOR MAKING HOT DRINKS,PUT UP FOR RETAIL SALE,IN SACHETS,ASSORTMENT,ENVELOPES,PAPERBOARD"
"FIBTIFI001210-2024-BTI48","FI","01/05/2024","30/04/2027","3808919090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 3808 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
VI jakson huomautus 2.
Maailman tullijärjestön (WCO) luokittelusuositus 3808 91/2.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/luokittelupaatoskokoelma).
Harmonoidun järjestelmän selitykset, ryhmä 38, yleisohjeet.
Harmonoidun järjestelmän selitykset nimike 3808, alakohta 3.
Harmonoidun järjestelmän selitykset nimike 3808, pääkohta I.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","30/04/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tavara on joustavasta muovista muottivalamalla valmistettu lemmikkipanta, jota käytetään erilaisten hyönteisten ja ulkoloisten karkottamiseen lemmikin iholta sekä karvapeitteen raikastamiseen ja eläimen rauhoittamiseen. Pannan teho perustuu erilaisista kasveista uutettujen öljyjen seokseen. Pantaa on saatavana kahdessa eri koossa (S ja L). Pannan pituus koossa L on 59 cm ja paino 24 g. Pienemmässä koossa (S) pannan pituus on 31 cm ja paino 16 g. Molempien pantojen pituus on säädettävissä. Kummassakin koossa pannan leveys on 13 mm ja paksuus 3 mm. Tuotteen teho avattuna kestää noin 4 kuukautta. Tuote toimitetaan vähittäismyyntiä varten pakattuna suojamuoviin ja pahvipakkaukseen.","OF PLASTICS,ADJUSTABLE,COLLARS FOR ANIMALS,FOR CATS,VEGETABLE EXTRACTS,INSECT EXTERMINATION,PUT UP FOR RETAIL SALE"
"FIBTIFI001210-2024-BTI71","FI","12/09/2024","11/09/2027","2106909285************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 2106 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, nimike 2106, kohta 14
(Harmonoidun järjestelmän (HS) selityksiä: https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).
Tullilaboratorion tutkimusseloste nro 24-02461 / 1189449.","VALID","","","fi","","11/09/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Kyseessä on metalliseen, kannelliseen säilytysrasiaan pakatut, kuumien tee- ja rooibosjuomien valmistukseen tarkoitetut haudutuspussit. Pakkaus sisältää yhteensä 24 erilaista, yksittäispakattua haudutuspussia seuraavasti: 11 erilaista maustettua mustaa teetä (á 1,75 g), neljä erilaista maustettua vihreää teetä (á 1,5 g), neljä erilaista maustettua valkoista teetä (á 1,5 g) sekä viisi erilaista maustettua rooibosta (á 1,75 g).

Tee on ilmoitettujen tietojen mukaan peräisin Camellia sinensis -kasvista ja rooibos Aspalathus linearis -kasvista. Teetä ja rooibosta on vähittäismyyntipakkauksessa yhteensä 40 g. Teet ja rooibokset on pakattu pyramiditeepusseihin ja yksittäiset pussit on pakattu pieniin kartonkilaatikoihin, jotka on pakattu kannelliseen metallipurkkiin. Metallipurkkia voi halutessaan käyttää myöhemmin myös muussa tarkoituksessa säilytysrasiana.

Kyseessä on tuotelajitelma. Sen sisältämät maustetut teet ja maustetut rooibokset luokitellaan erikseen omiin nimikkeisiinsä. Myös metallinen säilytysrasia luokitellaan omaan nimikkeeseensä. Tämä sitova tariffitietopäätös koskee vain maustettua rooibosta. Valkoiselle teelle, vihreälle teelle ja mustalle teelle sekä säilytysrasialle on annettu omat sitovat tariffitietopäätökset.","HERBAL INFUSIONS,FLAVOURED,FOR MAKING HOT DRINKS,PUT UP FOR RETAIL SALE,IN SACHETS,ASSORTMENT"
"FIBTIFI001210-2024-BTI70","FI","12/09/2024","11/09/2027","0902300000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 0902 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö (CN), komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, nimike 0902.
(Harmonoidun järjestelmän (HS) selityksiä: https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","11/09/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Kyseessä on metalliseen, kannelliseen säilytysrasiaan pakatut, kuumien tee- ja rooibosjuomien valmistukseen tarkoitetut haudutuspussit. Pakkaus sisältää yhteensä 24 erilaista, yksittäispakattua haudutuspussia seuraavasti: 11 erilaista maustettua mustaa teetä (á 1,75 g), neljä erilaista maustettua vihreää teetä (á 1,5 g), neljä erilaista maustettua valkoista teetä (á 1,5 g) sekä viisi erilaista maustettua rooibosta (á 1,75 g).

Tee on ilmoitettujen tietojen mukaan peräisin Camellia sinensis -kasvista ja rooibos Aspalathus linearis -kasvista. Teetä ja rooibosta on vähittäismyyntipakkauksessa yhteensä 40 g. Teet ja rooibokset on pakattu pyramiditeepusseihin ja yksittäiset pussit on pakattu pieniin kartonkilaatikoihin, jotka on pakattu kannelliseen metallipurkkiin. Metallipurkkia voi halutessaan käyttää myöhemmin myös muussa tarkoituksessa säilytysrasiana.

Kyseessä on tuotelajitelma. Sen sisältämät maustetut teet ja maustetut rooibokset luokitellaan erikseen omiin nimikkeisiinsä. Myös metallinen säilytysrasia luokitellaan omaan nimikkeeseensä. Tämä sitova tariffitietopäätös koskee vain maustettua valkoista teetä. Mustalle teelle, vihreälle teelle ja rooibokselle sekä säilytysrasialle on annettu omat sitovat tariffitietopäätökset.","TEA,FLAVOURED,WHITE,FERMENTED,PUT UP FOR RETAIL SALE,FOR MAKING HOT DRINKS,IN SACHETS,ASSORTMENT"
"FIBTIFI001210-2024-BTI69","FI","12/09/2024","11/09/2027","0902100000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 0902 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, nimike 0902.
(Harmonoidun järjestelmän (HS) selityksiä: https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","11/09/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Kyseessä on metalliseen, kannelliseen säilytysrasiaan pakatut, kuumien tee- ja rooibosjuomien valmistukseen tarkoitetut haudutuspussit. Pakkaus sisältää yhteensä 24 erilaista, yksittäispakattua haudutuspussia seuraavasti: 11 erilaista maustettua mustaa teetä (á 1,75 g), neljä erilaista maustettua vihreää teetä (á 1,5 g), neljä erilaista maustettua valkoista teetä (á 1,5 g) sekä viisi erilaista maustettua rooibosta (á 1,75 g).

Tee on ilmoitettujen tietojen mukaan peräisin Camellia sinensis -kasvista ja rooibos Aspalathus linearis -kasvista. Teetä ja rooibosta on vähittäismyyntipakkauksessa yhteensä 40 g. Teet ja rooibokset on pakattu pyramiditeepusseihin ja yksittäiset pussit on pakattu pieniin kartonkilaatikoihin, jotka on pakattu kannelliseen metallipurkkiin. Metallipurkkia voi halutessaan käyttää myöhemmin myös muussa tarkoituksessa säilytysrasiana.

Kyseessä on tuotelajitelma. Sen sisältämät maustetut teet ja maustetut rooibokset luokitellaan erikseen omiin nimikkeisiinsä. Myös metallinen säilytysrasia luokitellaan omaan nimikkeeseensä. Tämä sitova tariffitietopäätös koskee vain maustettua vihreää teetä. Valkoiselle teelle, mustalle teelle ja rooibokselle sekä säilytysrasialle on annettu omat sitovat tariffitietopäätökset.","TEA,FLAVOURED,GREEN,FOR MAKING HOT DRINKS,PUT UP FOR RETAIL SALE,IN SACHETS,ASSORTMENT"
"FIBTIFI001210-2024-BTI72","FI","12/09/2024","11/09/2027","7310291000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 7310 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, nimike 7310.
(Harmonoidun järjestelmän (HS) selityksiä: https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","11/09/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Kyseessä on metallinen, kannellinen säilytysrasia. Rasia on vähittäismyyntipakkaus kuumien tee- ja rooibosjuomien valmistukseen tarkoitetuille haudutuspusseille. Metallipurkkia voi halutessaan käyttää myöhemmin myös muussa tarkoituksessa säilytysrasiana. Purkkiin on painettu tiedot sisällöstä sekä muuta kuviointia.

Kyseessä on tuotelajitelma. Sen sisältämät maustetut teet ja maustetut rooibokset luokitellaan erikseen omiin nimikkeisiinsä ja niille on annettu omat sitovat tariffitietopäätökset. Tämä sitova tariffitietopäätös koskee vain metallista säilytysrasiaa.","BOXES,TEA CADDIES,CANS,LIDS,PUT UP FOR RETAIL SALE,ASSORTMENT,PRINTED,OF BASE METALS"
"FIBTIFI001210-2023-BTI65","FI","21/09/2023","20/09/2026","4016910000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 4016 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, Euroopan unionin virallinen lehti L 282, 31.10.2022).
40 ryhmän huomautukset 1 ja 9.
Harmonoidun järjestelmän selitykset, ryhmän 40 yleisohjeet, kohdat ”kovakumi” ja ”huokoinen kumi” sekä nimikkeen 4016 kohta 2. (https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","20/09/2023","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Musta, kuminen ovimatto, joka on tarkoitettu lattialle laitettavaksi kuran keräämiseen kengistä. Ilmoituksen mukaan tuote on vulkanoitua kumia. Tuote on suorakaiteen muotoinen ja siinä on pyöreitä reikiä sekä muuta muotoilua. Tuotteen mitat ovat noin 40 cm x 60 cm. Matto ei ole kovakumia, vaan se taipuu nostettaessa. Tuote ei myöskään ole huokoista kumia.","RUBBER,CARPETS,BLACK,VULCANIZED,SHAPED,NON CELLULAR,OF NON CELLULAR PLASTIC,FOR FLOORS"
"FIBTIFI001210-2024-BTI12","FI","31/01/2024","30/01/2027","8428909080************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8428 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).","VALID","","","fi","","30/01/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tavara on henkilöä ylösnousuun ja istuvalleen menemiseen avustava laite. Laite koostuu istuintyynystä, jonka sisällä on paineilmalla täyttyviä ilmatyynyjä. Istuintyyny asetetaan istuimen päälle. Ilmatyynyt nostavat henkilöä ylöspäin seisomaan noustessa ja laskevat alaspäin istuutuessa. Laitetta on kolme eri versiota: korkeanojaiseen tuoliin, pyörätuoliin ja reppumallinen mukaan otettavaksi. Tavara on toimintavalmis kokonaisuus ja siihen kuuluu istuintyynyn lisäksi akku, paineilmayksikkö, putket/letkut, ohjain ja laturi. Ohjaimen avulla voidaan käynnistää ilmatyynyjen täyttö ja tyhjennys.

Istuintyynyn päällinen on tekstiiliä ja sisällä olevat ilmatyynyt ovat muovia. Istuinosan koko tyhjennettynä on noin 40 x 53 x 1 cm. Korkeus täytettynä on noin 25 cm. Tavara painaa noin 3,6 kg ja kantolaukun koko on noin 43 x 28 x 15 cm.

Tämä sitova tariffitieto koskee tavaran kolmea versiota (korkeanojaiseen tuoliin, pyörätuoliin ja reppumalli), jotka olennaisilta ominaisuuksiltaan ovat samanlaisia.","FOR LIFTING,BY PNEUMATIC POWER,AIR CUSHIONS,OF TEXTILE MATERIAL,OF PLASTICS"
"FIBTIFI001210-2024-BTI10","FI","25/01/2024","24/01/2027","5705003090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 5705 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
XI jakson huomautus 7.
57 ryhmän huomautus 1.
57 ryhmän HS-selitykset, yleisohjeita, 1. kappale 
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","24/01/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Kaupunkiteemakuviolla varustettu matto. Maton kulutuspinta on kudottua kangasta ja sen reunat on saumattu. Tavara on lähes suorakaiteen muotoinen (kulmat pyöristetty). Tavara on sovitettu.
Asiakkaan antamien tietojen mukaan 
- maton pohjamateriaali on kumia,
- päälimateriaali ja reunasaumauksen materiaali on tekokuitua (tekstiiliainetta),
- kuvio on tehty siirtopaperin avulla,
- tavara on suunniteltu lasten leikkeihin sisätiloissa.
Asiakkaan toimittaman näytteen koko on noin 83 x 56 cm. 

Tavara täyttää lattianpäällysteen määritelmän, joten sitä ei luokitella nimikkeeseen 9503.","CARPETS,MADE UP,PEARLED,RUBBER,WOVEN FABRICS,OF MAN-MADE TEXTILE MATERIAL,ASSEMBLED BY GLUEING,GLUED,SEWN,PRINTED,WITH PRINTED DESIGN"
"FIBTIFI001210-2024-BTI49","FI","06/05/2024","05/05/2027","85076000**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8507 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
XVI  jakson huomautus 3.","VALID","","","fi","","03/05/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Sähkön varastointiin tarkoitettu laitteisto, joka on rakennettu säänkestävään metallikuoreen. Kuoren ulkomitat 2.1 x 3.3 x 2.5 metriä. Paino 14 000 kg. Sisältää akut, tarvittavan kaapeloinnin, nestejäähdytysjärjestelmän, palontorjuntajärjestelmän, tarvittavat liitännät sähkövaraston liittämiseksi ulkoiseen sähköverkkoon, sähkön jakelua varten tarpeelliset liitännät, sähköistä valvontaa varten tarpeelliset liitännät ja liitännät useiden sähkövarastojen rinnakkainkytkentää varten varastointikapasiteetin kasvattamiseksi.
Laitteiston ensisijainen käyttötarkoitus on sähkön varastointi ja toissijainen käyttötarkoitus häiriötön sähkönjakelu.","ACCUMULATORS,WITH POWER SUPPLY UNITS,FOR ENERGY,FOR PROTECTING ELECTRICAL CIRCUITS"
"FIBTIFI001210-2024-BTI55B","FI","31/05/2024","30/05/2027","2106909285************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 2106 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, nimike 2106, kohta 14
(Harmonoidun järjestelmän (HS) selityksiä: https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","30/05/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Kyseessä on kartonkiseen kirjekuoreen pakatut, kuumien tee- ja rooibosjuomien valmistukseen tarkoitetut haudutuspussit. Pakkaus sisältää kolme erilaista, yksittäispakattua, aromilla maustettua mustaa teetä sisältävää haudutuspussia (á 1,75 g) sekä kaksi erilaista, yksittäispakattua, aromilla maustettua rooibosta sisältävää haudutuspussia (á 1,75 g). Tee on ilmoitettujen tietojen mukaan peräisin Camellia sinensis -kasvista ja rooibos Aspalathus linearis -kasvista. Kartonkipakkauksen voi halutessaan lähettää postitse kirjeenä. Vähittäismyyntipakkauksen paino on 8,75 g.

Kyseessä on tuotelajitelma. Sen sisältämät maustetut teet ja maustetut rooibokset luokitellaan erikseen. Tämä sitova tariffitietopäätös koskee vain maustettua rooibosta. Maustetulle mustalle teelle on annettu oma sitova tariffitietopäätös.","HERBAL INFUSIONS,FLAVOURED,FOR MAKING HOT DRINKS,PUT UP FOR RETAIL SALE,IN SACHETS,ASSORTMENT,ENVELOPES,PAPERBOARD"
